epoch,split,term,raw_value,weight,weighted_contribution,share_of_recon_total,share_of_total
17,train,feature_matching,0.1642622891785035,5.0,0.8213114458925175,0.15979246179631923,0.11351965601283344
17,train,perceptual,0.1363459411062961,7.800000000000001,1.0634983406291096,0.2069117857973518,0.14699413529692243
17,val,final_l1,0.0,0.0,0.0,0.0,0.0
17,val,grad,0.0,0.0,0.0,0.0,0.0
17,val,shadow_removal,0.0,0.0,0.0,0.0,0.0
17,val,shadow_mask,0.0,0.0,0.0,0.0,0.0
17,val,shadow_penumbra,0.0,0.0,0.0,0.0,0.0
17,val,cloud_l1,0.0455835746304894,100.0,4.55835746304894,0.856658988245019,0.7052365472280768
17,val,cloud_kl,0.3666971698403358,2.08,0.7627301132678985,0.1433410197494798,0.1180041617859748
17,val,cloud_adv,0.0,0.4,0.0,,0.0
17,val,feature_matching,0.0,5.0,0.0,0.0,0.0
17,val,perceptual,0.1464742296798662,7.800000000000001,1.1424989915029564,0.21471155741200573,0.1767592933442689
18,train,final_l1,0.0,0.0,0.0,0.0,0.0
18,train,grad,0.0,0.0,0.0,0.0,0.0
18,train,shadow_removal,0.0,0.0,0.0,0.0,0.0
18,train,shadow_mask,0.0,0.0,0.0,0.0,0.0
18,train,shadow_penumbra,0.0,0.0,0.0,0.0,0.0
18,train,cloud_l1,0.043512376372785,100.0,4.3512376372785,0.8355755449871318,0.580614080149585
18,train,cloud_kl,0.3822482152634075,2.24,0.8562360021900329,0.16442445203131237,0.11425316662628061
18,train,cloud_adv,0.5305626760564448,0.45,0.23875320422540017,,0.031858400668918506
18,train,feature_matching,0.1622531805315627,5.625,0.9126741404900403,0.17526236347151197,0.1217840763319866
18,train,perceptual,0.1351545696297734,8.4,1.1352983848900966,0.21801327478654464,0.15149028446319326
18,val,final_l1,0.0,0.0,0.0,0.0,0.0
18,val,grad,0.0,0.0,0.0,0.0,0.0
18,val,shadow_removal,0.0,0.0,0.0,0.0,0.0
18,val,shadow_mask,0.0,0.0,0.0,0.0,0.0
18,val,shadow_penumbra,0.0,0.0,0.0,0.0,0.0
18,val,cloud_l1,0.0376881456891582,100.0,3.76881456891582,0.8251618611075042,0.6519470086305119
