epoch,total_train,total_val,total_gap_val_minus_train,recon_total_train,recon_total_val,recon_total_gap_val_minus_train,gan_total_train,gan_total_val,gan_total_gap_val_minus_train,final_l1_train,final_l1_val,final_l1_gap_val_minus_train,grad_train,grad_val,grad_gap_val_minus_train,shadow_removal_train,shadow_removal_val,shadow_removal_gap_val_minus_train,shadow_mask_train,shadow_mask_val,shadow_mask_gap_val_minus_train,shadow_penumbra_train,shadow_penumbra_val,shadow_penumbra_gap_val_minus_train,cloud_l1_train,cloud_l1_val,cloud_l1_gap_val_minus_train,cloud_kl_train,cloud_kl_val,cloud_kl_gap_val_minus_train,cloud_adv_train,cloud_adv_val,cloud_adv_gap_val_minus_train,feature_matching_train,feature_matching_val,feature_matching_gap_val_minus_train,perceptual_train,perceptual_val,perceptual_gap_val_minus_train,disc_total_train,disc_total_val,disc_total_gap_val_minus_train,disc_real_loss_train,disc_real_loss_val,disc_real_loss_gap_val_minus_train,disc_fake_loss_train,disc_fake_loss_val,disc_fake_loss_gap_val_minus_train,disc_real_gp_train,disc_real_gp_val,disc_real_gp_gap_val_minus_train
34,9.776710548167564,7.032099734653126,-2.744610813514438,5.547921103439564,4.916607894680717,-0.6313132087588471,4.228789445092554,2.115491822361946,-2.1132976227306077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040228964604255,0.0349091660146686,-0.005319798589586401,0.3812561641227944,0.3564228283410722,-0.0248333357817222,0.5138385793484679,0.0,-0.5138385793484679,0.1074832850862123,0.0,-0.1074832850862123,0.1271376591460602,0.141032788648524,0.013895129502463799,1.1963778610258655,,,0.4310829674067483,,,0.7457634802076065,,,0.0195314108525098,,
35,9.94597512866379,7.316663682460785,-2.6293114462030047,5.603917868494623,5.120143180543726,-0.4837746879508966,4.342057275115897,2.196520520204848,-2.1455367549110487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0408368623026558,0.0370181836187839,-0.0038186786838718956,0.3800579094832096,0.3545811884105205,-0.025476721072689112,0.5149888980005859,0.0,-0.5149888980005859,0.110042418193767,0.0,-0.110042418193767,0.1256254952662946,0.1464347013018348,0.020809206035540206,1.186911096995759,,,0.42643888672922,,,0.7397079973592671,,,0.0207642142462262,,
36,9.975949070140128,7.025821387767792,-2.9501276823723366,5.587017003184794,5.003593601963737,-0.5834234012210571,4.388932085183053,2.0222277837720783,-2.3667043014109748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0406603481996496,0.0358957609119401,-0.004764587287709503,0.3802455456796407,0.3535043708980083,-0.026741174781632404,0.5136432621274883,0.0,-0.5136432621274883,0.1068019093945622,0.0,-0.1068019093945622,0.1262154298113938,0.1348151860081336,0.008599756196739805,1.191217607861265,,,0.4260073032583301,,,0.7458601634072237,,,0.0193501412448407,,
37,9.880741483939168,6.997580636631358,-2.88316084730781,5.481466270003479,4.956503819335591,-0.5249624506678883,4.399275197895295,2.04107685319402,-2.358198344701275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396098806109814,0.0353164979553019,-0.004293382655679495,0.3801195558149151,0.3562135022472251,-0.02390605356768999,0.5134831345682844,0.0,-0.5134831345682844,0.1024222844493908,0.0,-0.1024222844493908,0.1258672576978666,0.1360717894170772,0.010204531719210597,1.193423338074932,,,0.4284497792932236,,,0.7472679153859433,,,0.0177056474792016,,
38,10.096730095166317,6.923173037442294,-3.1735570577240226,5.571918692428402,4.891632573171095,-0.6802861192573069,4.524811406018902,2.031540454111316,-2.493270951907586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0404498894223288,0.0347277018961242,-0.005722187526204597,0.3817324418722672,0.3547155934978615,-0.027016848374405655,0.5110092452906687,0.0,-0.5110092452906687,0.1043923740198306,0.0,-0.1043923740198306,0.1261157457708218,0.1354360298084264,0.009320284037604598,1.195853347078376,,,0.4263896355661777,,,0.7497259277269381,,,0.0197377865728195,,
39,10.019002113867243,6.712777614593506,-3.3062244992737373,5.473217336409682,4.709185286001726,-0.7640320504079563,4.545784759958949,2.003592332655733,-2.5421924273032164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0395491303027314,0.0328357143708589,-0.006713415931872496,0.3795760785220959,0.3564034683460539,-0.023172610176041997,0.512439113919159,0.0,-0.512439113919159,0.1015779501060736,0.0,-0.1015779501060736,0.1248359664340449,0.1335728218440305,0.008736855409985589,1.1889491327312014,,,0.429641111090278,,,0.7410380137622903,,,0.0182700071715969,,
40,10.098883277414773,6.853239931843498,-3.245643345571275,5.465993484590396,4.847123070196672,-0.618870414393724,4.632889790272494,2.006116812879389,-2.626772977393105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0394626746654783,0.0342400883832438,-0.005222586282234501,0.3799315066694849,0.3557785569944165,-0.02415294967506837,0.5113292542892859,0.0,-0.5113292542892859,0.1014644309026773,0.0,-0.1014644309026773,0.1249637420457255,0.1337411202151667,0.008777378169441213,1.1891659545606794,,,0.4244386817154899,,,0.7459316804139257,,,0.0187955883912605,,
41,10.18107216948763,6.930671686475927,-3.2504004830117026,5.485858349260569,4.855011138049039,-0.6308472112115302,4.695213810019537,2.075660514560613,-2.619553295458924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396523969162494,0.0343521423849531,-0.005300254531296303,0.3801546636797966,0.3549492196603255,-0.025205444019471113,0.5113233546142549,0.0,-0.5113233546142549,0.1000415410971787,0.0,-0.1000415410971787,0.125084374350601,0.1383773674765094,0.013292993125908398,1.1961829434476496,,,0.4297790111296038,,,0.748008738234867,,,0.0183951976724732,,
42,10.16092988985394,6.730876115235415,-3.430053774618524,5.443454867109247,4.733088049021634,-0.7103668180876124,4.717475018734596,1.9977880770509893,-2.719686941683607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03920520388376,0.0330902079374275,-0.0061149959463324965,0.3807336155792259,0.3560168150473725,-0.024716800531853433,0.5098627681305649,0.0,-0.5098627681305649,0.097215139950748,0.0,-0.097215139950748,0.1247426131540846,0.1331858713264492,0.008443258172364618,1.192155220457538,,,0.4273980284958439,,,0.7468450282691815,,,0.0179121605774233,,
43,10.213269287657663,6.836049925197255,-3.3772193624604085,5.416632848412983,4.829614904793826,-0.5870179436191574,4.796636426849832,2.0064350163394757,-2.7902014105103565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0389636357967095,0.0339747220701114,-0.004988913726598099,0.3800673179487934,0.358035669746724,-0.022031648202069376,0.5119984743700844,0.0,-0.5119984743700844,0.0974093659863513,0.0,-0.0974093659863513,0.1237526648999718,0.1337623346427625,0.010009669742790689,1.1853716320583214,,,0.4287290552158239,,,0.7387976948092108,,,0.017844883196016,,
44,10.313505960167,6.984478170221502,-3.3290277899454974,5.474540019983181,4.970291256904602,-0.5042487630785786,4.83896592523709,2.014186890287833,-2.8247790349492568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0395061291087794,0.0354957486799156,-0.0040103804288638065,0.3809817774215605,0.3551791008900512,-0.02580267653150925,0.5125926494689528,0.0,-0.5125926494689528,0.0954379106413242,0.0,-0.0954379106413242,0.1236149659636644,0.1342791262590749,0.010664160295410494,1.19177299300465,,,0.4302151326648321,,,0.743912107900742,,,0.0176457532315546,,
45,10.382259484095677,7.194101626222784,-3.188157857872893,5.445240338643392,5.142741869796407,-0.3024984688469843,4.937019138161196,2.051359744911844,-2.8856593932493517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039253437139709,0.0371665809176523,-0.0020868562220567044,0.3799741580763359,0.3565209572288123,-0.023453200847523614,0.5114739418303201,0.0,-0.5114739418303201,0.0953288983542255,0.0,-0.0953288983542255,0.124764389959406,0.1367573154328221,0.0119929254734161,1.1886133573470858,,,0.4312618075434221,,,0.7402248421757958,,,0.0171267077378752,,
46,10.409533493380298,7.159861835566434,-3.249671657813864,5.424304651557852,5.06687578829852,-0.3574288632593321,4.985228858956504,2.0929860628464003,-2.892242796110104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0390531294907953,0.0363481323107738,-0.0027049971800214984,0.3797479286470909,0.3580156378448009,-0.02173229080229,0.5123194354936618,0.0,-0.5123194354936618,0.0941861216035822,0.0,-0.0941861216035822,0.1239589224669182,0.139532403089106,0.015573480622187802,1.1895547864633962,,,0.4286090686507181,,,0.7441373172156308,,,0.0168084033639583,,
47,10.257420867954918,7.094789580865339,-3.162631287089579,5.361937783909136,5.023095092990181,-0.3388426909189546,4.895483113210136,2.071694481101903,-2.823788632108233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0384723634661292,0.0358421324582939,-0.0026302310078352986,0.3786753540009898,0.3597204678437926,-0.018954886157197204,0.5068724120793358,0.0,-0.5068724120793358,0.0876065776982438,0.0,-0.0876065776982438,0.1234512875705319,0.1381129664368927,0.014661678866360786,1.1981156019989505,,,0.4335139957954395,,,0.7488527756400793,,,0.0157488282543495,,
48,10.429338663725314,6.937793926759199,-3.491544736966115,5.391808201413636,4.860847083005038,-0.530961118408598,5.037530460124351,2.076946870169856,-2.960583589954495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0387095500905898,0.034329645272175,-0.004379904818414805,0.380213298017461,0.3569706397300417,-0.023242658287419338,0.5068057667953888,0.0,-0.5068057667953888,0.0900346125171317,0.0,-0.0900346125171317,0.1236443673388673,0.1384631251408295,0.014818757801962207,1.191336763014487,,,0.430663633647315,,,0.7449054104654796,,,0.0157677163925329,,
49,10.38395028887174,7.035741578448903,-3.3482087104228366,5.340391690577936,5.02309787273407,-0.3172938178438658,5.043558645685878,2.012643716552041,-3.030914929133837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038214799190447,0.0359897054308517,-0.0022250937595953008,0.3797279421342622,0.3560318428684365,-0.02369609926582572,0.5051141383542198,0.0,-0.5051141383542198,0.0874884041561673,0.0,-0.0874884041561673,0.1230746834775267,0.1341762482188642,0.0111015647413375,1.1973513135122598,,,0.4318648605445109,,,0.7493926269381054,,,0.0160938291240836,,
50,10.42926879322857,6.992628563534129,-3.43664022969444,5.384969794422115,4.911534601991827,-0.473435192430288,5.044299011930414,2.0810939452864905,-2.963205066643923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0386483694913737,0.0349368080496788,-0.003711561441694898,0.3800332102389146,0.3544634468853473,-0.02556976335356731,0.506089331633454,0.0,-0.506089331633454,0.0870235345015923,0.0,-0.0870235345015923,0.1237687989385849,0.1387395971793342,0.014970798240749303,1.1928612059409465,,,0.4318603442622981,,,0.74426235144656,,,0.0167385044818123,,
