epoch,split,total,recon_total,gan_total,pixel_total,perceptual_total,cloud_l1,cloud_l1_missing,cloud_l1_known,cloud_kl,cloud_adv,feature_matching,perceptual,disc_total,disc_real_loss,disc_fake_loss,disc_real_gp,disc_real_logit,disc_fake_logit,w_cloud_l1,w_cloud_l1_missing,w_cloud_l1_known,w_cloud_kl,w_cloud_adv,w_feature_matching,w_perceptual
8,val,3.9249947091628767,3.9249947091628767,0.0,2.0146412474328073,1.9103534452874085,0.0,0.04852144199760695,0.02459452647875376,0.0,0.0,0.0,0.21226149412064715,,,,,,,0.0,40.0,3.0,0.0,0.125,1.25,9.0
9,train,4.972509199052776,4.352892097985708,0.6196171036189485,2.251663169934662,2.1012289261827046,0.0,0.05449351348269116,0.023974204456349128,0.0,0.4335907836663978,0.20448776383511152,0.20011704058075944,1.1516576936121017,0.38874328478213843,0.7394125718589223,0.023501841267905502,0.9131162416315225,0.8405736842924666,0.0,40.0,3.0,0.0,0.25,2.5,10.5
9,val,4.150116689246277,4.150116689246277,0.0,1.965525724764528,2.1845909542050856,0.0,0.047316838356923185,0.02428406753316612,0.0,0.0,0.0,0.20805627961867842,,,,,,,0.0,40.0,3.0,0.0,0.25,2.5,10.5
10,train,5.508751814791916,4.585074983423274,0.9236768365407574,2.2165836538743537,2.3684913356552064,0.0,0.053604776130146164,0.02413086697864249,0.0,0.4390766866710208,0.20240615389739883,0.19737427783645803,1.1393867100415245,0.3851414799280123,0.7298563168774322,0.024388913874050164,0.9224239544492978,0.8397290944961961,0.0,40.0,3.0,0.0,0.375,3.75,12.0
10,val,4.467108099625029,4.467108099625029,0.0,1.9521746506978725,2.5149334391643263,0.0,0.047006235389713324,0.02397507898905164,0.0,0.0,0.0,0.2095777872179089,,,,,,,0.0,40.0,3.0,0.0,0.375,3.75,12.0
11,train,5.798467730892543,4.569950005330077,1.2285177265877754,2.2098581096903627,2.360091891173923,0.0,0.05343328695032256,0.024175541873132856,0.0,0.44478859962035394,0.2012246859741229,0.19667432417905112,1.1312872153174258,0.38234024788808385,0.7233424934043068,0.025604474115283698,0.9232407840202344,0.8301075732489245,0.0,40.0,3.0,0.0,0.5,5.0,12.0
11,val,4.586753799997527,4.586753799997527,0.0,2.0279914618566117,2.55876234379308,0.0,0.04855527385571522,0.028593504100893462,0.0,0.0,0.0,0.21323019747847113,,,,,,,0.0,40.0,3.0,0.0,0.5,5.0,12.0
12,train,6.019030391805398,4.53740174252688,1.481628647797516,2.2006524242118957,2.336749319499786,0.0,0.053181488205933665,0.024464295340512122,0.0,0.44103720570011606,0.19295686311216667,0.1947291102146428,1.1412143902311995,0.3761080996751421,0.7406836465593507,0.024422642549525503,0.9382877520738392,0.8340822915327294,0.0,40.0,3.0,0.0,0.625,6.25,12.0
12,val,4.430403069175523,4.430403069175523,0.0,1.9253493470364604,2.5050537283050605,0.0,0.046366992217873965,0.023556548680438747,0.0,0.0,0.0,0.20875447648095674,,,,,,,0.0,40.0,3.0,0.0,0.625,6.25,12.0
13,train,6.228445998390151,4.499891650148124,1.7285543586773975,2.1647247436032018,2.3351669049044266,0.0,0.052357270145241955,0.023477977139449425,0.0,0.4398306588605274,0.18649084872027877,0.19459724204688808,1.1386299121452763,0.3791128096686226,0.7380480734397876,0.021469030425483673,0.9335247426313726,0.8399265131454584,0.0,40.0,3.0,0.0,0.75,7.5,12.0
13,val,4.3719166352831085,4.3719166352831085,0.0,1.8842871356113204,2.4876295122607,0.0,0.045158975741601194,0.025976037200523244,0.0,0.0,0.0,0.2073024582631629,,,,,,,0.0,40.0,3.0,0.0,0.75,7.5,12.0
14,train,6.538852671599899,4.533648278826238,2.0052043953711105,2.1931438096984084,2.3405044728645126,0.0,0.053043285270138935,0.023804130456298974,0.0,0.4407505413306598,0.18509116222717392,0.1950420393560093,1.1403075540466776,0.37930262801935183,0.7369256848497857,0.024079241651745475,0.9281731515849402,0.828565251572052,0.0,40.0,3.0,0.0,0.875,8.75,12.0
14,val,4.342815224466653,4.342815224466653,0.0,1.8855573167574817,2.4572579002585906,0.0,0.045362435257190775,0.0236866430937441,0.0,0.0,0.0,0.20477149134566044,,,,,,,0.0,40.0,3.0,0.0,0.875,8.75,12.0
15,train,6.71128950115373,4.47178711165711,2.2395023925041935,2.148183256706696,2.3236038546769993,0.0,0.051962614877559585,0.0232262160516733,0.0,0.4388041332227374,0.18006982618732098,0.19363365445958183,1.1346100296266945,0.3752120214226778,0.7394181346856855,0.01997987294337493,0.9436625565319615,0.8465067856355545,0.0,40.0,3.0,0.0,1.0,10.0,12.0
15,val,4.318789716424613,4.318789716424613,0.0,1.8497032939360059,2.4690864456110986,0.0,0.04444629712640468,0.023950476695408097,0.0,0.0,0.0,0.20575720399361233,,,,,,,0.0,40.0,3.0,0.0,1.0,10.0,12.0
16,train,6.949150652878146,4.478946968958647,2.470203691757418,2.1477466525925775,2.3312003192369364,0.0,0.05192388971094099,0.023597018948366102,0.0,0.44253203113326967,0.17532045832644316,0.19426669306848027,1.1390094682346426,0.37826820699902486,0.7385014146110698,0.02223984294518293,0.935392833699327,0.8234632422162123,0.0,40.0,3.0,0.0,1.125,11.25,12.0
16,val,4.297582194722932,4.297582194722932,0.0,1.8198894426740448,2.4776927243018974,0.0,0.04372208850891811,0.02366863875669941,0.0,0.0,0.0,0.20647439122970762,,,,,,,0.0,40.0,3.0,0.0,1.125,11.25,12.0
17,train,7.1514126364973345,4.459989668214722,2.691422966733256,2.1339870660768008,2.3260025994037634,0.0,0.051586779167687676,0.023505295777324253,0.0,0.4369340331410414,0.17162043421418158,0.19383355023037493,1.1451057338751056,0.37716769174151465,0.7481816539068106,0.019756388303322506,0.9366591932303315,0.8281287347231436,0.0,40.0,3.0,0.0,1.25,12.5,12.0
17,val,4.55191335390354,4.55191335390354,0.0,2.0074534143867164,2.5444599235879966,0.0,0.04808179179511579,0.02806058116703784,0.0,0.0,0.0,0.21203832797192293,,,,,,,0.0,40.0,3.0,0.0,1.25,12.5,12.0
18,train,7.390623284771538,4.444348379377196,2.9462749104069643,2.1207509391260437,2.3235974374714248,0.0,0.05122241630384112,0.023951424483185785,0.0,0.4353543359114125,0.1707391051307822,0.19363311965827365,1.1502249571708365,0.37902411713694945,0.7518509085936649,0.019349929489998505,0.9235248366991679,0.8139238591770149,0.0,40.0,3.0,0.0,1.375,13.75,12.0
18,val,4.303732236911511,4.303732236911511,0.0,1.854493822003233,2.4492384113114456,0.0,0.04454574513586302,0.02422134499271312,0.0,0.0,0.0,0.20410320047160674,,,,,,,0.0,40.0,3.0,0.0,1.375,13.75,12.0
19,train,7.516470527430193,4.413736573599894,3.102733956564457,2.0975322466833513,2.3162043245469395,0.0,0.050669139692565535,0.02358888056043842,0.0,0.43479374805265975,0.16336955512597565,0.19301702737215826,1.1444061454100711,0.37980839810604716,0.7464083677402694,0.018189379218780645,0.9260449743963527,0.8224707308256662,0.0,40.0,3.0,0.0,1.5,15.0,12.0
19,val,4.43138511324751,4.43138511324751,0.0,1.9019914248894,2.5293937068561028,0.0,0.04554942976041087,0.02667140468989162,0.0,0.0,0.0,0.21078280950414724,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
20,train,7.461084032277449,4.394001171676391,3.0670828497555642,2.0771555575208924,2.3168456228136654,0.0,0.05018323162265851,0.023275427803898917,0.0,0.43325385346507445,0.16114680473593032,0.19307046849565404,1.152052160796769,0.37933942434073226,0.7549677620149169,0.01774497275968404,0.9199124740989201,0.813379666400612,0.0,40.0,3.0,0.0,1.5,15.0,12.0
20,val,4.388096694288583,4.388096694288583,0.0,1.9237073808908463,2.464389278970916,0.0,0.04621489964634309,0.025037134275972393,0.0,0.0,0.0,0.2053657739969163,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
21,train,7.423402468181167,4.385967406247734,3.037435072368803,2.0681328275426085,2.3178345684064636,0.0,0.049982268892090474,0.022947354057950894,0.0,0.4342254342608131,0.15907312777827548,0.193152880432819,1.1525549444765855,0.3804767093071515,0.7553357008491451,0.016742533388966266,0.9209876383572179,0.8169569647002293,0.0,40.0,3.0,0.0,1.5,15.0,12.0
21,val,4.250337595569676,4.250337595569676,0.0,1.7843940371069416,2.465943545103073,0.0,0.04276164157059172,0.024642792552436607,0.0,0.0,0.0,0.20549529643151268,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
22,train,7.338723767423484,4.339522810385132,2.9992009647395634,2.037219022528841,2.3023037832993616,0.0,0.04929499191072533,0.021806444174754146,0.0,0.4347199869857651,0.1564747323666554,0.1918586485987865,1.144657280011279,0.37737991458049974,0.749832086789134,0.017445278724951708,0.9361909627914429,0.8221231401422338,0.0,40.0,3.0,0.0,1.5,15.0,12.0
22,val,4.331375644124788,4.331375644124788,0.0,1.8623407996934036,2.4690348470005494,0.0,0.0447815865165843,0.023692449588170034,0.0,0.0,0.0,0.20575290340287933,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
23,train,7.292836248692387,4.344202553824911,2.9486337037079196,2.043000801759758,2.3012017577613166,0.0,0.04936034886511071,0.022862280154661793,0.0,0.43273832746966534,0.15330174749586103,0.19176681333474974,1.1566246757995826,0.38096227175598846,0.7593523911926725,0.01631001171382537,0.9167405772464355,0.815427586481841,0.0,40.0,3.0,0.0,1.5,15.0,12.0
23,val,4.472033923042232,4.472033923042232,0.0,1.9588996644677787,2.5131342508669556,0.0,0.04707691747823666,0.025274327862807068,0.0,0.0,0.0,0.2094278529543301,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
24,train,7.263097175035273,4.351199685707005,2.911897495890247,2.046157066838457,2.3050426171824836,0.0,0.04943900658365977,0.022865598177980093,0.0,0.43334957387651507,0.15079154203779746,0.19208688464368884,1.1494115112571541,0.38152747551144445,0.7512928135351303,0.016591226094294146,0.9198434624467785,0.8182329869051592,0.0,40.0,3.0,0.0,1.5,15.0,12.0
24,val,4.3024858935125945,4.3024858935125945,0.0,1.8295542510419056,2.4729316625101814,0.0,0.04383903386970532,0.02533096714589568,0.0,0.0,0.0,0.20607763907775797,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
25,train,7.17505293300757,4.319806005338646,2.8552469333195174,2.020982682294802,2.2988233322944116,0.0,0.04882839277161667,0.022615656379866362,0.0,0.43122021703545105,0.14722777409934715,0.19156861087073793,1.154647449378938,0.3798595864656139,0.759616735468217,0.015171129860280122,0.9201466530014616,0.8167020119840581,0.0,40.0,3.0,0.0,1.5,15.0,12.0
25,val,4.308305985968689,4.308305985968689,0.0,1.8239338932366207,2.4843720670404106,0.0,0.04369658787718749,0.025356793887802834,0.0,0.0,0.0,0.20703100445198602,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
26,train,7.1635960223842465,4.32146962347016,2.8421263953141116,2.0203435001752426,2.3011261405656827,0.0,0.0487723483718983,0.02314985349937302,0.0,0.4290831472713284,0.1465667784470347,0.1917605119606406,1.1538531936089926,0.37908575275986933,0.7587893915559174,0.015978051333144217,0.9229103932869179,0.8217330840886186,0.0,40.0,3.0,0.0,1.5,15.0,12.0
26,val,4.254410790986028,4.254410790986028,0.0,1.7712872336650718,2.483123544988961,0.0,0.042327718311471155,0.026059502289140727,0.0,0.0,0.0,0.2069269635168643,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
27,train,7.073006781963033,4.254874336017746,2.818132447540213,1.9756865582517162,2.2791877695635554,0.0,0.04769534055593592,0.02262430810596798,0.0,0.43057331137518634,0.14481816557876834,0.1899323145423187,1.1482447614545852,0.37901446261992877,0.7532099618915389,0.016020337796117827,0.9267063158641168,0.8264446483657265,0.0,40.0,3.0,0.0,1.5,15.0,12.0
27,val,4.347888402897736,4.347888402897736,0.0,1.9120201792182594,2.4358682077506493,0.0,0.04586711647550993,0.025778510617940276,0.0,0.0,0.0,0.20298901765510954,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
28,train,7.033241289471268,4.257458303135105,2.775782990893093,1.9815580655766554,2.2759002339129055,0.0,0.047861925076012606,0.02236035228927493,0.0,0.43256254471405564,0.14179594454495095,0.1896583525156346,1.148191475357849,0.3802398769498236,0.7511078558566009,0.016843741617253796,0.9248987655027197,0.8270821525780797,0.0,40.0,3.0,0.0,1.5,15.0,12.0
28,val,4.2941242600309435,4.2941242600309435,0.0,1.8254600388222728,2.468664228916168,0.0,0.043716693353229044,0.02559743278633787,0.0,0.0,0.0,0.20572201926903477,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
29,train,6.959136059889371,4.217998400922944,2.7411376591487033,1.9489482750586413,2.269050134795886,0.0,0.04707398816988738,0.021996243823846205,0.0,0.43212420812349434,0.1395300899600946,0.1890875108494489,1.1500614028458203,0.383558067433331,0.7510031028807346,0.015500233653898634,0.9171061074241585,0.8251019389075241,0.0,40.0,3.0,0.0,1.5,15.0,12.0
29,val,4.232057260028247,4.232057260028247,0.0,1.7867207003050838,2.4453365638338287,0.0,0.042756650600871395,0.025484889750228393,0.0,0.0,0.0,0.20377804891302667,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
30,train,6.961939225867618,4.246621583762154,2.7153176380953656,1.9649642494475805,2.2816573315804156,0.0,0.047401064654402095,0.022973883857693618,0.0,0.42937012085127174,0.13808416362868947,0.19013811101060396,1.1508157918577164,0.38197754560442876,0.7530921168101308,0.015746131781431694,0.9124104678630829,0.83137571747879,0.0,40.0,3.0,0.0,1.5,15.0,12.0
30,val,4.284272073671736,4.284272073671736,0.0,1.8660492886757027,2.418222806577025,0.0,0.04483495021222866,0.024217097468675185,0.0,0.0,0.0,0.20151856689360634,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
31,train,6.943984462398272,4.210734962141113,2.733249509462158,1.9370558109669875,2.2736791428805128,0.0,0.046781523826757064,0.02193161531513513,0.0,0.42870740574251986,0.13934589291720534,0.18947326181177335,1.1555184772072946,0.3807937484633303,0.7594323922005632,0.015292341159428798,0.9173486552198363,0.83489221881289,0.0,40.0,3.0,0.0,1.5,15.0,12.0
31,val,4.470535869228429,4.470535869228429,0.0,2.024870475304538,2.4456653749120645,0.0,0.04861758292074604,0.026722392865912267,0.0,0.0,0.0,0.20380544810202614,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
32,train,6.851010384545049,4.163779393430879,2.687230994577437,1.8890274411312302,2.2747519473781646,0.0,0.04552611334901588,0.02266096626270766,0.0,0.4295741136467785,0.13619132154544286,0.18956266229955154,1.1555866854271029,0.3834437500537353,0.7570164623337055,0.015126474601122628,0.9044445606364387,0.8338199974200048,0.0,40.0,3.0,0.0,1.5,15.0,12.0
32,val,5.722496588682306,5.722496588682306,0.0,3.099404137710045,2.6230924519999275,0.0,0.07463108334321014,0.038053597609867776,0.0,0.0,0.0,0.21859103755961204,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
33,train,6.8628468114301695,4.179486027915908,2.6833607810535196,1.9155940574334667,2.263891969571055,0.0,0.04621800599229559,0.022291269878536708,0.0,0.4277076684280273,0.13611995196681959,0.18865766418123736,1.1486624478382437,0.3828134381124004,0.7505237343934698,0.01532527578023436,0.9124775262327369,0.8463336914686617,0.0,40.0,3.0,0.0,1.5,15.0,12.0
33,val,5.732057418288855,5.732057418288855,0.0,3.1214233169267915,2.610634131164386,0.0,0.07564090314353335,0.03192906544025955,0.0,0.0,0.0,0.21755284366422686,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
34,train,6.867867556004714,4.207013536757286,2.660854006305747,1.9447917059656312,2.262221825779031,0.0,0.046936700771354846,0.02244122162375541,0.0,0.4274796056319085,0.13464230594199594,0.18851848553854755,1.155184993412152,0.3844761130049688,0.7558872591738307,0.01482162289022374,0.9029648533199176,0.8416689332198659,0.0,40.0,3.0,0.0,1.5,15.0,12.0
34,val,5.155519000415144,5.155519000415144,0.0,2.652668651835672,2.5028503547454704,0.0,0.06386634206864983,0.03267165575279846,0.0,0.0,0.0,0.208570862959685,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
35,train,6.806891102674175,4.144215951454385,2.6626751443388263,1.8872514040827386,2.2569645591740946,0.0,0.04554809419087929,0.021775876613105885,0.0,0.42845053845498177,0.13466662205670268,0.18808037976361242,1.1507675337864354,0.3807496714437044,0.7546084377834921,0.015409423543185861,0.9140192316303924,0.851107792934511,0.0,40.0,3.0,0.0,1.5,15.0,12.0
35,val,4.997299851014696,4.997299851014696,0.0,2.439091496940317,2.5582083473945487,0.0,0.058580042649831236,0.03196326996288102,0.0,0.0,0.0,0.21318402976311487,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
36,train,6.656777893731354,4.046717413612827,2.6100604877286,1.8037325841480074,2.242984823757264,0.0,0.04340719551983502,0.022481585938222942,0.0,0.42677623694278416,0.13132640863277462,0.1869154021902927,1.1561202725868343,0.3846226703911017,0.7575659531336676,0.01393164866048535,0.894242161639969,0.8404533509449856,0.0,40.0,3.0,0.0,1.5,15.0,12.0
36,val,4.407827749334532,4.407827749334532,0.0,1.928561163873508,2.4792666132080146,0.0,0.0461786008351643,0.027139041288545083,0.0,0.0,0.0,0.20660554932366157,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
37,train,6.743403606093987,4.112309377082262,2.6310942267788295,1.87136088717239,2.2409484855010424,0.0,0.04514536995526876,0.021848694660098075,0.0,0.429032415743997,0.13250304023102952,0.18674570732445253,1.1456706633261584,0.38228557835296023,0.7476810213713836,0.01570406564424492,0.9091077842023394,0.8476110504490155,0.0,40.0,3.0,0.0,1.5,15.0,12.0
37,val,4.380972324774183,4.380972324774183,0.0,1.9514259295216922,2.4295464034738212,0.0,0.04673239687891227,0.02737668105290705,0.0,0.0,0.0,0.20246220052499195,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
38,train,6.622156356999634,4.014648897066394,2.607507456424404,1.7817792187271133,2.2328696806063526,0.0,0.0429651083025778,0.02105829253673091,0.0,0.4282625983568871,0.13100757047573863,0.18607247334019217,1.1452998888966506,0.38323061186421536,0.7471018208458519,0.014967455107872502,0.9148133062167999,0.8615109195949835,0.0,40.0,3.0,0.0,1.5,15.0,12.0
38,val,4.384184481768773,4.384184481768773,0.0,1.9496676962951134,2.4345167895843245,0.0,0.04659860858950635,0.028574453519530803,0.0,0.0,0.0,0.2028764005878876,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
39,train,6.622616066845185,4.046911244818924,2.5757048265831917,1.8138667489501679,2.233044495458632,0.0,0.04375666489259308,0.021200048783085085,0.0,0.42659039606286114,0.1290546155161586,0.18608704105087923,1.1452744846497107,0.38483046569408624,0.7459348176779732,0.014509204552588638,0.9076927701632181,0.8606784928829299,0.0,40.0,3.0,0.0,1.5,15.0,12.0
39,val,4.764533353262935,4.764533353262935,0.0,2.2709807316804755,2.493552624665458,0.0,0.05445079170649165,0.030983024181954658,0.0,0.0,0.0,0.20779605119906622,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
40,train,6.535426755928483,3.9943652217723544,2.5410615204853384,1.7636212352948086,2.2307439868421,0.0,0.04247116731353024,0.02159151167826161,0.0,0.4282513993367872,0.1265789610490385,0.1858953325767127,1.146718405711177,0.38422074232717535,0.7473535382328412,0.015144124099506287,0.9064086569923144,0.8532096118372879,0.0,40.0,3.0,0.0,1.5,15.0,12.0
40,val,5.213453557984582,5.213453557984582,0.0,2.69351744086578,2.5199361207156348,0.0,0.06428369493946305,0.04072321131539427,0.0,0.0,0.0,0.20999467671559802,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
41,train,6.571884308021732,4.019624253934312,2.5522600679404874,1.7858118013869002,2.233812458106866,0.0,0.042976684139226916,0.0222481414200439,0.0,0.4266965763375664,0.1274810133456318,0.18615103802367453,1.1508610704258677,0.38528132568532175,0.7505282003216058,0.015051545101767606,0.9066730576370834,0.8643997457413863,0.0,40.0,3.0,0.0,1.5,15.0,12.0
41,val,4.1218073994948945,4.1218073994948945,0.0,1.733332349822439,2.3884750676566155,0.0,0.041368278040518534,0.02620041405843322,0.0,0.0,0.0,0.1990395899348218,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
42,train,6.540070841436357,4.017179334382399,2.5228915116108888,1.7795580544192857,2.2376212856364908,0.0,0.04285727901810023,0.02175562929233884,0.0,0.42471325447617686,0.12572144118453796,0.18646844040420169,1.1478267261923636,0.3825704656791979,0.7511337074117923,0.014122548865208499,0.9067899765224632,0.865875548406843,0.0,40.0,3.0,0.0,1.5,15.0,12.0
42,val,4.6593340717512985,4.6593340717512985,0.0,2.1678532665145807,2.4914807934185554,0.0,0.051666797873371376,0.03372711308293219,0.0,0.0,0.0,0.20762339979410172,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
43,train,6.450796442294339,3.9312726572748353,2.5195237877536623,1.718646195822535,2.2126264654623986,0.0,0.04136651628565283,0.02132851215294941,0.0,0.42710763175006305,0.12525748887557867,0.184385539177771,1.1463657949313475,0.38350092364469435,0.7474785279881334,0.015386341192719701,0.9093256650167868,0.8647408182832443,0.0,40.0,3.0,0.0,1.5,15.0,12.0
43,val,4.21297106557879,4.21297106557879,0.0,1.7781797467634595,2.4347913141908317,0.0,0.04249278608115454,0.026156105475444027,0.0,0.0,0.0,0.2028992761825693,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
44,train,6.470199679198251,3.959486852545257,2.5107128202732913,1.7364051074746552,2.2230817452984484,0.0,0.04181454714105695,0.021274407184712824,0.0,0.42515753660726985,0.12486510076460397,0.18525681217038714,1.1484739809590379,0.38542305053829784,0.7494391649050085,0.01361176396673118,0.9002440705758716,0.8621761544581947,0.0,40.0,3.0,0.0,1.5,15.0,12.0
44,val,4.356375001627823,4.356375001627823,0.0,1.9411108637678212,2.4152641563579955,0.0,0.046291483417635074,0.029817179649022554,0.0,0.0,0.0,0.20127201273009696,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
45,train,6.39090845836412,3.8999569270224383,2.490951537539106,1.691742565699309,2.208214355080135,0.0,0.04068444667893835,0.021454896594267504,0.0,0.42613245259731186,0.12345019002681433,0.18401786275151036,1.1437114477157593,0.3855713564868367,0.7437941558681861,0.014345934429413863,0.9070971771300022,0.8671850778094126,0.0,40.0,3.0,0.0,1.5,15.0,12.0
45,val,4.727015023601466,4.727015023601466,0.0,2.2701690947187356,2.4568459396732263,0.0,0.05464370094705373,0.028140350876191374,0.0,0.0,0.0,0.20473716138251896,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
46,train,6.440219906491971,3.9275892818921934,2.512630622047897,1.7145122471023408,2.2130770336050505,0.0,0.041286456152306875,0.02101799784367583,0.0,0.4285613761400229,0.1246525705236634,0.1844230865780549,1.1398451999057688,0.3830509723053066,0.7423762188774365,0.014418008925239428,0.9177585599163621,0.8742899017049632,0.0,40.0,3.0,0.0,1.5,15.0,12.0
46,val,5.172652800535333,5.172652800535333,0.0,2.653268361142997,2.519384446329084,0.0,0.06436913704965264,0.026167628225736955,0.0,0.0,0.0,0.2099487042889513,,,,,,,0.0,40.0,3.0,0.0,1.5,15.0,12.0
47,train,6.374191375956258,3.882389288520959,2.4918020812378745,1.683026597883541,2.199362689407047,0.0,0.04052489811436356,0.02067688918272768,0.0,0.42817547516356186,0.12330259131523993,0.1832802243451004,1.1464602589971793,0.38413817793222016,0.7485054932785326,0.013816589765131063,0.9089595718303587,0.86713211580154,0.0,40.0,3.0,0.0,1.5,15.0,12.0
