epoch,split,total,recon_total,gan_total,pixel_total,perceptual_total,cloud_l1,cloud_l1_missing,cloud_l1_known,cloud_kl,cloud_adv,feature_matching,perceptual,disc_total,disc_real_loss,disc_fake_loss,disc_real_gp,disc_real_logit,disc_fake_logit,w_cloud_l1,w_cloud_l1_missing,w_cloud_l1_known,w_cloud_kl,w_cloud_adv,w_feature_matching,w_perceptual
15,val,0.16453192794208668,0.16453192794208668,0.0,0.16453192794208668,0.0,0.0,0.0,0.01645319252764404,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
16,train,0.1654350530535598,0.1654350530535598,0.0,0.1654350530535598,0.0,0.0,0.0,0.016543505391866446,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
16,val,0.1679986512066204,0.1679986512066204,0.0,0.1679986512066204,0.0,0.0,0.0,0.016799864985593806,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
17,train,0.1644773670833199,0.1644773670833199,0.0,0.1644773670833199,0.0,0.0,0.0,0.016447736731281293,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
17,val,0.16413847397250886,0.16413847397250886,0.0,0.16413847397250886,0.0,0.0,0.0,0.016413847193193346,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
18,train,0.1579859721593969,0.1579859721593969,0.0,0.1579859721593969,0.0,0.0,0.0,0.015798597295935173,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
18,val,0.1749115491931496,0.1749115491931496,0.0,0.1749115491931496,0.0,0.0,0.0,0.017491154818509876,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
19,train,0.15792713895410196,0.15792713895410196,0.0,0.15792713895410196,0.0,0.0,0.0,0.01579271389800017,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
19,val,0.17385464593694036,0.17385464593694036,0.0,0.17385464593694036,0.0,0.0,0.0,0.017385464313106655,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
20,train,0.15329273206282218,0.15329273206282218,0.0,0.15329273206282218,0.0,0.0,0.0,0.015329273223444134,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
20,val,0.16965944719215093,0.16965944719215093,0.0,0.16965944719215093,0.0,0.0,0.0,0.01696594454551814,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
21,train,0.15389826606346055,0.15389826606346055,0.0,0.15389826606346055,0.0,0.0,0.0,0.015389826614342933,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
21,val,0.16996582032350654,0.16996582032350654,0.0,0.16996582032350654,0.0,0.0,0.0,0.016996581848864233,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
22,train,0.155847199105206,0.155847199105206,0.0,0.155847199105206,0.0,0.0,0.0,0.015584719981758336,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
22,val,0.1648833942864175,0.1648833942864175,0.0,0.1648833942864175,0.0,0.0,0.0,0.01648833935740351,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
23,train,0.15225530242805857,0.15225530242805857,0.0,0.15225530242805857,0.0,0.0,0.0,0.015225530270748204,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
23,val,0.16806187572762032,0.16806187572762032,0.0,0.16806187572762032,0.0,0.0,0.0,0.01680618754140927,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
24,train,0.15122016362521215,0.15122016362521215,0.0,0.15122016362521215,0.0,0.0,0.0,0.015122016423105246,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
24,val,0.1617569227925163,0.1617569227925163,0.0,0.1617569227925163,0.0,0.0,0.0,0.01617569235531846,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
25,train,0.15312768635126428,0.15312768635126428,0.0,0.15312768635126428,0.0,0.0,0.0,0.015312768639345149,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
25,val,0.1641470552210442,0.1641470552210442,0.0,0.1641470552210442,0.0,0.0,0.0,0.016414705272340638,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
26,train,0.15079481164846253,0.15079481164846253,0.0,0.15079481164846253,0.0,0.0,0.0,0.015079481225256715,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
26,val,0.1629265994997695,0.1629265994997695,0.0,0.1629265994997695,0.0,0.0,0.0,0.016292659692804922,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
27,train,0.14982514907491132,0.14982514907491132,0.0,0.14982514907491132,0.0,0.0,0.0,0.014982514992187619,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
27,val,0.15791379447380843,0.15791379447380843,0.0,0.15791379447380843,0.0,0.0,0.0,0.015791379359474046,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
28,train,0.14889887219947473,0.14889887219947473,0.0,0.14889887219947473,0.0,0.0,0.0,0.014889887294359158,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
28,val,0.16034591956254604,0.16034591956254604,0.0,0.16034591956254604,0.0,0.0,0.0,0.01603459179155338,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
29,train,0.14765046040929103,0.14765046040929103,0.0,0.14765046040929103,0.0,0.0,0.0,0.014765046044827413,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
29,val,0.1671283873993988,0.1671283873993988,0.0,0.1671283873993988,0.0,0.0,0.0,0.01671283874615752,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
30,train,0.147116979764595,0.147116979764595,0.0,0.147116979764595,0.0,0.0,0.0,0.0147116979615271,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
30,val,0.16613148325334556,0.16613148325334556,0.0,0.16613148325334556,0.0,0.0,0.0,0.016613148312899284,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
31,train,0.14686228985236183,0.14686228985236183,0.0,0.14686228985236183,0.0,0.0,0.0,0.014686228999067581,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
31,val,0.15827328799588775,0.15827328799588775,0.0,0.15827328799588775,0.0,0.0,0.0,0.015827328742241,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
32,train,0.1518455773657385,0.1518455773657385,0.0,0.1518455773657385,0.0,0.0,0.0,0.015184557747360957,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
32,val,0.16982774504206397,0.16982774504206397,0.0,0.16982774504206397,0.0,0.0,0.0,0.016982774582257578,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
33,train,0.14990106305009215,0.14990106305009215,0.0,0.14990106305009215,0.0,0.0,0.0,0.014990106374805008,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
33,val,0.16053173021117056,0.16053173021117056,0.0,0.16053173021117056,0.0,0.0,0.0,0.016053172941610683,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
34,train,0.14570443767844912,0.14570443767844912,0.0,0.14570443767844912,0.0,0.0,0.0,0.014570443823302396,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
34,val,0.1570084630617533,0.1570084630617533,0.0,0.1570084630617533,0.0,0.0,0.0,0.01570084615609217,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
35,train,0.15139821719232982,0.15139821719232982,0.0,0.15139821719232982,0.0,0.0,0.0,0.015139821742863156,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
35,val,0.15669201910284095,0.15669201910284095,0.0,0.15669201910284095,0.0,0.0,0.0,0.015669201752065088,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
36,train,0.14653824574820687,0.14653824574820687,0.0,0.14653824574820687,0.0,0.0,0.0,0.014653824590307183,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
36,val,0.15510936885204335,0.15510936885204335,0.0,0.15510936885204335,0.0,0.0,0.0,0.015510936959220668,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
37,train,0.14536480274512817,0.14536480274512817,0.0,0.14536480274512817,0.0,0.0,0.0,0.014536480337232907,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
37,val,0.16522016376786103,0.16522016376786103,0.0,0.16522016376786103,0.0,0.0,0.0,0.016522016363027928,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
38,train,0.14436485449710879,0.14436485449710879,0.0,0.14436485449710879,0.0,0.0,0.0,0.01443648547605118,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
38,val,0.16895429612222043,0.16895429612222043,0.0,0.16895429612222043,0.0,0.0,0.0,0.01689542960031593,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
39,train,0.14563516072860552,0.14563516072860552,0.0,0.14563516072860552,0.0,0.0,0.0,0.014563516137075884,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
39,val,0.16031921542757613,0.16031921542757613,0.0,0.16031921542757613,0.0,0.0,0.0,0.01603192143242764,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
40,train,0.1457094693892991,0.1457094693892991,0.0,0.1457094693892991,0.0,0.0,0.0,0.014570946969476417,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
40,val,0.15610910807894965,0.15610910807894965,0.0,0.15610910807894965,0.0,0.0,0.0,0.015610910723560002,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
41,train,0.1421727540928426,0.1421727540928426,0.0,0.1421727540928426,0.0,0.0,0.0,0.014217275458360261,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
41,val,0.1541981817784042,0.1541981817784042,0.0,0.1541981817784042,0.0,0.0,0.0,0.015419818053156963,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
42,train,0.14419292672243225,0.14419292672243225,0.0,0.14419292672243225,0.0,0.0,0.0,0.014419292716045785,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
42,val,0.15385363366327842,0.15385363366327842,0.0,0.15385363366327842,0.0,0.0,0.0,0.015385363238403277,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
43,train,0.1409937806506219,0.1409937806506219,0.0,0.1409937806506219,0.0,0.0,0.0,0.014099378059001116,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
43,val,0.15316806706091898,0.15316806706091898,0.0,0.15316806706091898,0.0,0.0,0.0,0.015316806634390641,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
44,train,0.14371674669022166,0.14371674669022166,0.0,0.14371674669022166,0.0,0.0,0.0,0.01437167472900543,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
44,val,0.1554754187183624,0.1554754187183624,0.0,0.1554754187183624,0.0,0.0,0.0,0.015547541762895311,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
45,train,0.14430006834199874,0.14430006834199874,0.0,0.14430006834199874,0.0,0.0,0.0,0.01443000687294268,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
45,val,0.15584671419029208,0.15584671419029208,0.0,0.15584671419029208,0.0,0.0,0.0,0.015584671460436022,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
46,train,0.13978369767513818,0.13978369767513818,0.0,0.13978369767513818,0.0,0.0,0.0,0.013978369788974555,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
46,val,0.15298281334848565,0.15298281334848565,0.0,0.15298281334848565,0.0,0.0,0.0,0.015298281387830766,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
47,train,0.14008813689931707,0.14008813689931707,0.0,0.14008813689931707,0.0,0.0,0.0,0.01400881375396055,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
47,val,0.16806403126578184,0.16806403126578184,0.0,0.16806403126578184,0.0,0.0,0.0,0.016806403177311455,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
48,train,0.1404182840640114,0.1404182840640114,0.0,0.1404182840640114,0.0,0.0,0.0,0.014041828449556247,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
48,val,0.15422301037258215,0.15422301037258215,0.0,0.15422301037258215,0.0,0.0,0.0,0.0154223010911003,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
49,train,0.14050359546245342,0.14050359546245342,0.0,0.14050359546245342,0.0,0.0,0.0,0.014050359623170236,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
49,val,0.16676907934280197,0.16676907934280197,0.0,0.16676907934280197,0.0,0.0,0.0,0.0166769077947141,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,0.0,100.0,0.0
50,train,28.09381734449929,0.17893045872381522,27.914886839892887,0.17893045872381522,0.0,0.0,0.0,0.017893045885945508,0.0,0.4380141540404853,0.23534745337663715,0.0,1.231377084730962,0.411132884203294,0.7789604015169888,0.04128379455579065,0.8009608262859353,0.7279462609610973,0.0,0.0,10.0,0.0,10.0,100.0,0.0
50,val,0.1963725048487752,0.1963725048487752,0.0,0.1963725048487752,0.0,0.0,0.0,0.019637250355365475,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,10.0,100.0,0.0
51,train,24.879462166663703,0.18305916737320774,24.696402987208934,0.18305916737320774,0.0,0.0,0.0,0.018305916835793183,0.0,0.4216839359440935,0.20479563707827564,0.0,1.2136667064570505,0.39868908812966913,0.7973615785530948,0.017616039777023466,0.81312876878255,0.7480263070228996,0.0,0.0,10.0,0.0,10.0,100.0,0.0
51,val,0.17402177172268488,0.17402177172268488,0.0,0.17402177172268488,0.0,0.0,0.0,0.017402176965829727,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,10.0,100.0,0.0
52,train,24.01387431315326,0.18413657582418783,23.829737756230415,0.18413657582418783,0.0,0.0,0.0,0.018413657645712952,0.0,0.4184105358676079,0.19645632496060922,0.0,1.2165679114127377,0.39712995290756226,0.8038015501624948,0.01563640697493427,0.8120024821490323,0.7506093838756237,0.0,0.0,10.0,0.0,10.0,100.0,0.0
52,val,0.1714194021346471,0.1714194021346471,0.0,0.1714194021346471,0.0,0.0,0.0,0.017141940322207203,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,10.0,100.0,0.0
53,train,21.581574140338724,0.17885381367202813,21.402720309178765,0.17885381367202813,0.0,0.0,0.0,0.01788538140594562,0.0,0.41691199532889445,0.17233600378369723,0.0,1.2180703127876333,0.3932299570889648,0.809455306431569,0.01538504970245546,0.8169045418227484,0.7463483009316506,0.0,0.0,10.0,0.0,10.0,100.0,0.0
53,val,0.169776094452986,0.169776094452986,0.0,0.169776094452986,0.0,0.0,0.0,0.016977609313471476,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,10.0,100.0,0.0
54,train,20.794688815370613,0.1719442746692314,20.622744500090224,0.1719442746692314,0.0,0.0,0.0,0.01719442746959332,0.0,0.4138157547818958,0.1648458699383901,0.0,1.2161319935267125,0.3901475527486123,0.809786561090465,0.016197881285942784,0.8238636804146504,0.7562397277546585,0.0,0.0,10.0,0.0,10.0,100.0,0.0
54,val,0.18480333712862126,0.18480333712862126,0.0,0.18480333712862126,0.0,0.0,0.0,0.018480333756253294,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,10.0,100.0,0.0
55,train,19.389762662966316,0.1719758801548365,19.217786767067164,0.1719758801548365,0.0,0.0,0.0,0.017197588030062057,0.0,0.4147536842101211,0.15070249922060913,0.0,1.2127925163015314,0.3904113285585281,0.8079530451822718,0.014428145329867395,0.8174812262621495,0.7509260279459691,0.0,0.0,10.0,0.0,10.0,100.0,0.0
55,val,0.18677466905104334,0.18677466905104334,0.0,0.18677466905104334,0.0,0.0,0.0,0.018677466896240894,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,10.0,100.0,0.0
56,train,19.079011960860786,0.16586239195488597,18.91314953729647,0.16586239195488597,0.0,0.0,0.0,0.016586239252895235,0.0,0.41588653808613435,0.14754284184357716,0.0,1.2142514408728398,0.3888466326058458,0.8110306258868734,0.01437418190351209,0.8271711679910301,0.7488574487490391,0.0,0.0,10.0,0.0,10.0,100.0,0.0
56,val,0.1889453136219262,0.1889453136219262,0.0,0.1889453136219262,0.0,0.0,0.0,0.018894531245181992,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,10.0,100.0,0.0
57,train,18.736281238564658,0.16691748024425854,18.569363775603268,0.16691748024425854,0.0,0.0,0.0,0.016691748074997098,0.0,0.4119220835011487,0.14450142849471692,0.0,1.2121305374103948,0.38538552215750066,0.8146193016559706,0.01212571272407573,0.8282969251548479,0.7542637460138819,0.0,0.0,10.0,0.0,10.0,100.0,0.0
57,val,0.19494839378801937,0.19494839378801937,0.0,0.19494839378801937,0.0,0.0,0.0,0.019494839226271408,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,10.0,100.0,0.0
58,train,18.239818857350482,0.16524187768510448,18.07457700453767,0.16524187768510448,0.0,0.0,0.0,0.016524187854166494,0.0,0.4136295516146432,0.13938281456341778,0.0,1.2129461546556666,0.3851741633694106,0.8143144956695925,0.013457495405193452,0.8339219148689454,0.7525190682996303,0.0,0.0,10.0,0.0,10.0,100.0,0.0
58,val,0.16505658106920731,0.16505658106920731,0.0,0.16505658106920731,0.0,0.0,0.0,0.016505658069614914,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,10.0,100.0,0.0
59,train,17.03456644235401,0.16465405961327734,16.869912339459866,0.16465405961327734,0.0,0.0,0.0,0.01646540605905252,0.0,0.4118799101732193,0.12751113179614,0.0,1.2094905394206352,0.3831442359390609,0.8138296173526607,0.012516692431361645,0.8419134635307374,0.7558255572247943,0.0,0.0,10.0,0.0,10.0,100.0,0.0
59,val,0.1634923292916607,0.1634923292916607,0.0,0.1634923292916607,0.0,0.0,0.0,0.016349232712937836,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,10.0,0.0,10.0,100.0,0.0
60,train,23.568378500982163,7.013269252733353,16.555109220360396,0.1587324782046105,6.854536775602114,0.0,0.0,0.01587324785761516,0.0,0.4134657735671472,0.12420451474683615,0.22848455906939616,1.1995410792051104,0.380709983476805,0.8056230238818247,0.01320807210814823,0.8551379375228094,0.7599649658990563,0.0,0.0,10.0,0.0,10.0,100.0,30.0
60,val,7.085377980362285,7.085377980362285,0.0,0.16898365202359855,6.916394293308258,0.0,0.0,0.016898365012655795,0.0,0.0,0.0,0.2305464775047519,,,,,,,0.0,0.0,10.0,0.0,10.0,100.0,30.0
61,train,23.340559031985222,6.736703094539292,16.603855919400488,0.16213920442205895,6.574563897530967,0.0,0.0,0.016213920523589817,0.0,0.4158247204822138,0.12445608722345067,0.2191521297251686,1.2056315978732677,0.38181725404131306,0.8108812887734229,0.012933057212215259,0.8548977802242708,0.7532975979217695,0.0,0.0,10.0,0.0,10.0,100.0,30.0
